what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793607215
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793609945
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793614547
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793620927
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793629180
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793630272
activated,editor,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.core.htmlsource.source",1320793632393
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1320793633236
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1320793641332
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793672251
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793672423
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793684154
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793689084
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793703280
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.showInformation",1320793703311
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793712983
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1320793714886
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793724090
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793735634
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1320793758441
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1320793761702
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793763854
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320793767598
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1320793769018
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1320793771935
