what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui",1320862435713
os,sysinfo,,,"win32",1320862435728
arch,sysinfo,,,"x86",1320862435728
ws,sysinfo,,,"win32",1320862435728
locale,sysinfo,,,"en_US",1320862435728
processors,sysinfo,,,"2",1320862435728
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1320862435728
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1320862435728
java.specification.name,sysinfo,,,"Java Platform API Specification",1320862435728
java.specification.vendor,sysinfo,,,"Oracle Corporation",1320862435728
java.specification.version,sysinfo,,,"1.7",1320862435728
java.vendor,sysinfo,,,"Oracle Corporation",1320862435728
java.version,sysinfo,,,"1.7.0_01",1320862435728
java.vm.info,sysinfo,,,"mixed mode, sharing",1320862435728
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1320862435728
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1320862435728
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1320862435728
java.vm.specification.version,sysinfo,,,"1.7",1320862435728
java.vm.vendor,sysinfo,,,"Oracle Corporation",1320862435728
java.vm.version,sysinfo,,,"21.1-b02",1320862435728
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.monitor.ui",1320862436165
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1320862445525
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1320862445541
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1320862445556
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1320862445790
